days,departure_date,now,pageid,price,title,titleid,titleurl,total 
5,2019-05-24,20,P001,12500,"美美釜山行~滑溜溜卡丁車、道地汗蒸幕、海東龍宮寺、美人魚秀、積木村美食五日【保證不上攝影】釜航(釜山進出)",PUS05190524A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=PUS05190524A,20
4,2019-05-24,30,P001,12900,"花遊濟州~噢雪綠茶博物館促銷4日-遠東",CJU04190524A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=CJU04190524A,30
5,2019-05-24,20,P001,12900,"玩釜山就要巨濟島~金海鐵軌腳踏車(四人一台)、伊甸園溜溜卡丁車、饗宴美食五日【全程無自理餐+不上攝影】釜航(釜山進出)",PUS05190524C,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=PUS05190524C,20
5,2019-05-24,20,P001,12999,"玩釜山住樂天~特麗愛3D奧妙藝術館、加贈溜溜卡丁車、旗艦美食五天【保證入住超五星樂天酒店+不上攝影師】虎航(大邱進出)",TAE05190524C,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=TAE05190524C,20
6,2019-05-24,16,P001,12999,"霸氣玩樂天住樂天世界~DMZ非武裝地帶、樂天世界、南怡島、亂打秀韓國六日【不上攝影、保證升等一晚樂天世界】【台中德威】",SEL06190524B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=SEL06190524B,16
6,2019-05-24,35,P001,13500,"豪華國際5星~愛寶.塗鴉秀.百匯自助餐+紅酒暢飲6日保證一晚市區五星喜來登系列(含飯店五星豪華早餐)再加碼外道五星乙晚",SEL06190524A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=SEL06190524A,35
5,2019-05-24,20,P001,14500,"釜山玩巨濟島~積木村、大陵苑天馬塚、饗宴美食宵夜餐五日【升等兩晚五花酒店、不上攝影】(虎航)(大邱進出)",TAE05190524A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=TAE05190524A,20
5,2019-05-24,20,P001,14900,"五星旗艦釜山行~霸氣海鮮桶、長腳蟹、飛天豬牛一家、美食版五天【保證升等五星樂天酒店+不上攝影】釜航(釜山進出)",PUS05190524B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=PUS05190524B,20
5,2019-05-24,0,P001,15900,"海陸雙拼濟州島~鐵路自行車、噴射快艇、綠茶洞窟、海洋能量三溫暖+汗蒸幕、摩托車塗鴉雙秀五日(升等全程五花酒店)虎航",CJU05190524A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=CJU05190524A,18
5,2019-05-24,20,P001,16900,"釜法釜天(不走人蔘+土產)~蟹塔傳說(長腳蟹吃到飽+蟹膏炒飯)、入住五星樂天酒店、八公山道立公園五天-釜航(釜山進出)",PUS05190524D,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=PUS05190524D,20
6,2019-05-24,20,P001,17900,"享戀泰國~時尚遊艇夜遊湄南河、168水流蝦燒烤六天【台中】",BKK06190524B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=BKK06190524B,20
6,2019-05-24,20,P001,19200,"酷鳥假期五星MYTT龍蝦+和牛吃到飽‧航海王爭霸戰‧轉角+河畔雙夜市‧暢萃文創5+1天",BKK06190524A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=BKK06190524A,20
5,2019-05-24,16,P001,20900,"中國世家~禪意拈花灣.船遊太湖饗宴.古城江南5天",WUX05190524A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=WUX05190524A,16
5,2019-05-24,19,P001,20900,"愛SUN三亞乾靓海南五日",HAK05190524A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=HAK05190524A,20
6,2019-05-24,20,P001,20900,"帝寶泰國情緣~人妖秀VIP、黃金海岸人魚灣、360度環景高空酒吧、水上市場、時尚遊艇、泰式指壓六天【台中直飛】(泰越捷)",BKK06190524C,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=BKK06190524C,20
5,2019-05-24,20,P001,22000,"「亙越在峴」-中越五日-超值版-遠東航空-早去午回",DAD05190524A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DAD05190524A,20
6,2019-05-24,15,P001,22900,"水鎮之光～北京+古北水鎮6日",PEK06190524B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=PEK06190524B,16
6,2019-05-24,15,P001,22900,"京津有味～北京+薊縣+清東陵+天津6天",PEK06190524A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=PEK06190524A,16
5,2019-05-24,28,P001,24900,"北海道與櫻共舞~五陵の櫻‧旭山動物園‧雙溫泉五日(函/旭)",DTS19524HA3,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DTS19524HA3&sacctNo=28838401,33
6,2019-05-24,40,P001,25000,"『真愛遊越南』中越峴港三大遺產六日-捷星(豪華4星)",DAD06190524A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DAD06190524A,40
6,2019-05-24,16,P001,26900,"白金版-張家界天門山、天子山、玻璃橋、鳳凰古城6日",DYG06190524A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DYG06190524A,17
5,2019-05-24,8,P001,27900,"北海道夢幻留壽都~纜車夜景‧小樽咖啡‧三溫泉五日(函/旭)",DTS19524HA2,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DTS19524HA2&sacctNo=28838401,20
8,2019-05-24,15,P001,27900,"走啊黔貴～貴州黃果樹、馬嶺河峽谷、織金洞、千戶苗寨臻選8日",KWE08190524A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=KWE08190524A,16
5,2019-05-24,20,P001,29500,"「亙越在峴」-中越五日-白金版-遠東航空-早去午回",DAD05190524C,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DAD05190524C,20
5,2019-05-24,20,P001,29500,"「亙越在峴」-中越五日-豪華版-遠東航空-早去午回",DAD05190524B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DAD05190524B,20
5,2019-05-24,16,P001,29900,"東京海濱公園賞花+輕井澤溫泉五日(國泰)",TYO05190524B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=TYO05190524B,20
5,2019-05-24,0,P001,31900,"大阪立山黑部動感雪牆+名花之里・上高地河童橋・白川鄉合掌村・兼六園・嵐山渡月橋五日-長榮(早鳥)",OSA05190524A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=OSA05190524A,35
8,2019-05-24,19,P001,31900,"最憶中國~黃山千島湖.杭州西溪溼地8天【山上2晚.無購物】",HGH08190524A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=HGH08190524A,20
5,2019-05-24,17,P001,32900,"東京迪士尼+箱根+富士山溫泉休閒五日-國泰",TYO05190524A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=TYO05190524A,20
8,2019-05-24,15,P001,32900,"東北長白山.牡丹江.鏡泊湖.伏爾加莊園8天",HRB08190524A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=HRB08190524A,16
5,2019-05-24,44,P001,33900,"(早去午回)虎航名古屋立山黑部雪壁合掌村雙溫泉五日",TYO9IT0524J5,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=TYO9IT0524J5&sacctNo=23909068,45
6,2019-05-24,14,P001,37900,"浪漫花見新潟+黑部立山絕景溫泉美食六日-周五出發",KIJ06190524A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=KIJ06190524A,35
6,2019-05-24,34,P001,40900,"J新潟傳奇~新潟佐渡島小木盆舟蘆牧溫泉閃耀之宿六日",KIJ06190524C,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=KIJ06190524C,35
5,2019-05-24,2,P001,43000,"蘇梅丁丁惹人愛-愛上叮叮島半自由行5日遊",USM05190524A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=USM05190524A,2
6,2019-05-24,34,P001,43900,"J越後新潟~立山黑部輕井澤採果樂六日",KIJ06190524B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=KIJ06190524B,35
11,2019-05-24,17,P001,49900,"春起花湧-北疆禾木村.喀納斯.巴音布魯克草原11天(濟煙)",URC11190524B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=URC11190524B,18
10,2019-05-24,25,P001,57900,"捷克.德國.波蘭~浪漫巡禮10日之旅",PRG10190524A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=PRG10190524A,26
9,2019-05-24,15,P001,64900,"【Vivid雪梨燈光節】大圓滿~凡賽斯東澳三城9天(包小費)",AUCIMB90524A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=AUCIMB90524A&sacctNo=27978086,22
10,2019-05-24,25,P001,80800,"【金旅獎.保3新車】新一品紐西蘭南北島冰河峽灣9+1天",AZCIAA90524A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=AZCIAA90524A&sacctNo=27978086,26
10,2019-05-24,20,P001,82800,"【金旅獎】新一品紐西蘭南北島冰河火車峽灣9+1天(奧奧)",AKL10190524A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=AKL10190524A,20
1,2019-05-25,30,P001,1299,"杉林溪森林浴、繡球花季+火龍果農場採果一日遊",TWN01190525A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=TWN01190525A,30
4,2019-05-25,10,P001,11999,"嗨翻沖繩超值自由行4日",OKA04190525E,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=OKA04190525E,10
5,2019-05-25,20,P001,12500,"美美釜山行~滑溜溜卡丁車、道地汗蒸幕、海東龍宮寺、美人魚秀、積木村美食五日【保證不上攝影】釜航(大邱進出)",TAE05190525A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=TAE05190525A,20
5,2019-05-25,20,P001,13500,"釜邱雙城記~天空步道、海東龍宮寺、八公山道立公園(含纜車)五天【保證不上攝影師、大韓航空】",PUS05190525A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=PUS05190525A,20
5,2019-05-25,30,P001,13900,"花遊濟州~噢雪綠茶博物館促銷5日-遠東",CJU05190525B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=CJU05190525B,30
5,2019-05-25,20,P001,14900,"五星旗艦釜山行~霸氣海鮮桶、長腳蟹、飛天豬牛一家、美食版五天【保證升等五星樂天酒店+不上攝影】釜航(大邱進出)",TAE05190525B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=TAE05190525B,20
5,2019-05-25,20,P001,15500,"越來越超值北越長安雙龍灣五日遊(越捷三星飯店+購物)",HAN05190525B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=HAN05190525B,20
5,2019-05-25,20,P001,16500,"越來越嗨北越雙龍灣摩天輪五日遊(越捷四星版+購物)",HAN05190525A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=HAN05190525A,20
6,2019-05-25,16,P001,17500,"嗨翻長灘島～小資5+1日--台灣虎航(2人成行)",KLO05190525B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=KLO05190525B,16
5,2019-05-25,16,P001,17900,"小資山東體驗~海鷗情緣、小合掌村五天",YNT05190525A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=YNT05190525A,17
4,2019-05-25,20,P001,19500,"享戀沖繩~腳踏車漫遊、海洋博、首里城、瀨長島四日(促銷團)",OKA04190525D,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=OKA04190525D,20
5,2019-05-25,20,P001,19500,"越來越嗨北越雙龍灣海上VILLA五日遊(越捷四星+皇海號+購物)",HAN05190525C,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=HAN05190525C,20
4,2019-05-25,16,P001,20900,"中國世家~璀璨澳門-港珠澳大橋.歡樂海洋王國.大三巴豪華4天",MFM04190525A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=MFM04190525A,16
5,2019-05-25,19,P001,20900,"愛SUN三亞乾靓海南五日",HAK05190525A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=HAK05190525A,20
6,2019-05-25,16,P001,21500,"嗨翻長灘島～悠閒5+1日--台灣虎航(2人成行)",KLO05190525A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=KLO05190525A,16
6,2019-05-25,16,P001,22500,"宿霧～鯨鯊、薄荷島、雙跳島超值5+1日-2人成行-台灣虎航",CEB06190525A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=CEB06190525A,16
5,2019-05-25,20,P001,23000,"【泰航】玩泰瘋奇幻島五日",BKK05190525A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=BKK05190525A,20
8,2019-05-25,17,P001,23000,"東方航空~蘇北南京.揚州.鹽城.徐州.淮安.尊爵逍遙8天",NKG08190525A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=NKG08190525A,17
4,2019-05-25,20,P001,23500,"沖繩兜兜風~恐龍森林公園、海洋博、萬座毛四天【全程升等A檔】",OKA04190525C,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=OKA04190525C,20
4,2019-05-25,34,P001,24900,"東北角館武家屋敷.奧入瀨溪.美食溫泉4日-秋田-遠東",AXT04190525A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=AXT04190525A,35
5,2019-05-25,16,P001,24900,"北海道與櫻共舞~旭山動物園‧五稜の櫻‧雙溫泉五日(旭/函)",DTS19525AH3,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DTS19525AH3&sacctNo=28838401,27
5,2019-05-25,17,P001,26500,"東方航空~閃亮南京.湖州.杭州.烏鎮.無錫洲際尊爵五天",NKG05190525A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=NKG05190525A,17
5,2019-05-25,20,P001,28000,"【泰航】泰奢華五星半島五日（全程無購物）",BKK05190525B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=BKK05190525B,20
5,2019-05-25,34,P001,29900,"北海道賞芝櫻花海+道東溫泉秘境螃蟹美食五日-馬印",SPK05190525B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=SPK05190525B,35
5,2019-05-25,25,P001,29900,"北海道櫻櫻玉立~尼克斯‧纜車夜景‧三溫泉五日(旭/函)",DTS19525AH1,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DTS19525AH1&sacctNo=28838401,26
5,2019-05-25,0,P001,31900,"大阪立山黑部動感雪牆+名花之里・上高地河童橋・白川鄉合掌村・兼六園・嵐山渡月橋五日-長榮(早鳥)",OSA05190525A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=OSA05190525A,38
5,2019-05-25,31,P001,36900,"漫步賞櫻北海道~三大蟹+海鮮溫泉美食(千函)五日-長榮",SPK05190525A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=SPK05190525A,32
10,2019-05-25,25,P001,57900,"【典藏歐洲】夏季歐洲~法比荷盧.四國10天",CDG10190525A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=CDG10190525A,26
9,2019-05-25,34,P001,65500,"【自然風光9天-紐西蘭】超值經典南北島(長段國內線)",AZCIAA90525E,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=AZCIAA90525E&sacctNo=27978086,35
11,2019-05-25,21,P001,91800,"【新一品+陶波湖11天】保3新車.隱士紐西蘭南北島",AZNZAA90525A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=AZNZAA90525A&sacctNo=27978086,21
11,2019-05-25,20,P001,116800,"【尊榮紐西蘭11天】金旅獎+保3新車+早鳥~南北島冰河船隱士",AZNZAA90525D,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=AZNZAA90525D&sacctNo=27978086,21
13,2019-05-25,20,P001,157800,"紐西蘭鯨探號！南北島五大國家公園隱士冰河船峽灣13天",AZNZAA90525B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=AZNZAA90525B&sacctNo=27978086,21
1,2019-05-26,30,P001,1299,"杉林溪森林浴、繡球花季+火龍果農場採果一日遊",TWN01190526A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=TWN01190526A,30
4,2019-05-26,36,P001,7400,"爆滿海南~三亞鹿回頭.玫瑰谷.椰夢長廊.無敵海景4天",SYX04190526A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=SYX04190526A,36
5,2019-05-26,20,P001,11900,"美美釜山行~滑溜溜卡丁車、道地汗蒸幕、海東龍宮寺、美人魚秀、積木村美食五日【保證不上攝影】釜航(大邱進出)",TAE05190526A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=TAE05190526A,20
5,2019-05-26,20,P001,11900,"美美釜山行~滑溜溜卡丁車、道地汗蒸幕、海東龍宮寺、美人魚秀、積木村美食五日【保證不上攝影】釜航(釜山進出)",PUS05190526A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=PUS05190526A,20
5,2019-05-26,20,P001,12900,"玩釜山就要巨濟島~金海鐵軌腳踏車(四人一台)、伊甸園溜溜卡丁車、饗宴美食五日【全程無自理餐+不上攝影】釜航(釜山進出)",PUS05190526B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=PUS05190526B,20
5,2019-05-26,16,P001,12900,"韓國很美~愛寶樂園、空中步道、塗鴉秀、穿韓服遊首爾塔五日",SEL05190526C,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=SEL05190526C,16
6,2019-05-26,16,P001,12999,"霸氣玩樂天住樂天世界~DMZ非武裝地帶、樂天世界、南怡島、亂打秀韓國六日【不上攝影、保證升等一晚樂天世界】【台中德威】",SEL06190526A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=SEL06190526A,16
5,2019-05-26,16,P001,13900,"韓國玩粉大~愛寶樂園、小法國村、亂打秀、旗艦美食長腳蟹吃到飽五日【保證不上攝影】",SEL05190526D,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=SEL05190526D,16
5,2019-05-26,20,P001,14900,"五星旗艦釜山行~霸氣海鮮桶、長腳蟹、飛天豬牛一家、美食版五天【保證升等五星樂天酒店+不上攝影】釜航(大邱進出)",TAE05190526B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=TAE05190526B,20
5,2019-05-26,16,P001,16500,"五星樂天~愛寶樂園、北緯38度線DMZ非武裝地帶、塗鴉秀~海鮮總匯長腳蟹吃到飽5日(台中出發-長榮)",SEL05190526B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=SEL05190526B,16
5,2019-05-26,22,P001,16500,"五星樂天~樂天世界酒店、DMZ非武裝地帶~豪華海鮮總匯長腳蟹吃到飽、飲料無限暢飲五日-長榮航空",SEL05190526A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=SEL05190526A,22
6,2019-05-26,20,P001,17900,"享戀泰國~時尚遊艇夜遊湄南河、168水流蝦燒烤六天【台中】",BKK06190526B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=BKK06190526B,20
5,2019-05-26,16,P001,18500,"泰爽爽帝寶情緣~冰雪世界、金象神灣5天(全程一房一廳、早去晚回)",BKK05190526A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=BKK05190526A,16
6,2019-05-26,20,P001,18700,"酷鳥假期五星MYTT龍蝦+和牛吃到飽‧航海王爭霸戰‧轉角+河畔雙夜市‧暢萃文創5+1天",BKK06190526A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=BKK06190526A,20
5,2019-05-26,16,P001,20000,"風靡泰國~桃花源水上屋、獨家懸崖火車之旅、人魚灣、活跳跳泰國蝦+海鮮燒烤BBQ吃到飽5天(泰獅航早去晚回)",BKK05190526B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=BKK05190526B,16
5,2019-05-26,6,P001,20500,"秒殺巴里島~金銀島離島遊、烏布泛舟、獅子餐廳5日遊",DPS05190526C,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DPS05190526C,6
6,2019-05-26,20,P001,20900,"帝寶泰國情緣~人妖秀VIP、黃金海岸人魚灣、360度環景高空酒吧、水上市場、時尚遊艇、泰式指壓六天【台中直飛】(泰越捷)",BKK06190526C,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=BKK06190526C,20
5,2019-05-26,9,P001,21500,"「亙越在峴」-中越五日-超值版-遠東航空《二人成行》",DAD05190526A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DAD05190526A,9
5,2019-05-26,6,P001,22500,"熱情巴里島~烏布泛舟、金巴蘭夕陽、龍蝦海鮮餐五日遊",DPS05190526B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DPS05190526B,6
6,2019-05-26,16,P001,22500,"宿霧～鯨鯊、薄荷島、雙跳島超值5+1日-2人成行-台灣虎航",CEB06190526A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=CEB06190526A,16
5,2019-05-26,6,P001,24500,"跳島玩巴里-人間天堂吉利島.龍蝦美食五日",DPS05190526F,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DPS05190526F,6
5,2019-05-26,6,P001,25500,"走跳巴里島-網紅美景三島情緣五日遊(升等兩晚獨棟VILLA)",DPS05190526E,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DPS05190526E,6
5,2019-05-26,16,P001,25500,"菲要好玩～歐斯陸鯨鯊、薄荷島、雙跳島5日遊-長榮《六人成行》",CEB05190526A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=CEB05190526A,16
5,2019-05-26,16,P001,26000,"《小城故事金三角風情》聖獅公園放天燈體驗大象便便紙DIY泰式指壓湄登叢林騎象夜間動物園五日遊",CNX05190526A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=CNX05190526A,16
5,2019-05-26,16,P001,26500,"菲要好玩～歐斯陸鯨鯊、墨寶沙丁魚風暴5日遊-長榮《六人成行》",CEB05190526B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=CEB05190526B,16
5,2019-05-26,10,P001,27000,"進擊的巴里島-海底漫步+摩托車+監獄、螃蟹龍蝦美食五日遊",DPS05190526A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DPS05190526A,10
5,2019-05-26,16,P001,28500,"菲要好玩～豪華歐斯陸5日-長榮《六人成行》",CEB05190526C,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=CEB05190526C,16
5,2019-05-26,9,P001,29000,"「亙越在峴」-中越五日-豪華版-遠東航空《二人成行》",DAD05190526B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DAD05190526B,9
5,2019-05-26,6,P001,29000,"峇里島與網美有約-國際五星酒店+金銀島網紅美景5日遊",DPS05190526G,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DPS05190526G,6
5,2019-05-26,29,P001,29900,"北海道芝櫻花火+三大蟹溫泉五日",SPK9IT0526B5,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=SPK9IT0526B5&sacctNo=23909068,30
5,2019-05-26,16,P001,31700,"《泰北清邁好時光》森林百萬渡假村叢林探險大象便便紙DIY夜間動物園五日遊",CNX05190526B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=CNX05190526B,16
8,2019-05-26,15,P001,31900,"豫見山東~雙省精緻遊8天",TNA08190526A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=TNA08190526A,16
5,2019-05-26,4,P001,35500,"巴里島奇幻動物園猩象專家與獅共午ZOO主題獨棟VILLA五日",DPS05190526D,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DPS05190526D,4
8,2019-05-26,17,P001,36900,"印度傳奇~印度金三角.泰姬瑪哈陵.貴族皇宮.瑜珈體驗8天",DEL08190526A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DEL08190526A,18
11,2019-05-26,15,P001,49900,"春起花湧-北疆禾木村.喀納斯.巴音布魯克草原11天(濟煙)",URC11190526A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=URC11190526A,18
11,2019-05-26,0,P001,58900,"捷克.德國.波蘭~浪漫巡禮11日之旅(贈北京一日遊)",PRG11190526A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=PRG11190526A,32
9,2019-05-26,21,P001,64900,"【Vivid雪梨燈光節】大圓滿~凡賽斯東澳三城9天(包小費)",AUCIMB90526A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=AUCIMB90526A&sacctNo=27978086,22
10,2019-05-26,25,P001,80800,"【金旅獎.保3新車】新一品紐西蘭南北島冰河峽灣9+1天",AZCIAA90526A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=AZCIAA90526A&sacctNo=27978086,26
10,2019-05-26,20,P001,82800,"【金旅獎】新一品紐西蘭南北島冰河火車峽灣9+1天(奧奧)",AKL10190526A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=AKL10190526A,20
5,2019-05-27,0,P001,11999,"玩釜山住樂天~特麗愛3D奧妙藝術館、加贈溜溜卡丁車、旗艦美食五天【保證入住超五星樂天酒店+不上攝影師】虎航(釜進邱出)",PUS05190527A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=PUS05190527A,17
5,2019-05-27,20,P001,11999,"韓國想櫻美食玩粉大~玩樂天住樂天世界、亂打秀、生肉吃到飽五日【保證不上攝影、保證升等一晚樂天世界】【台中德威】",SEL05190527A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=SEL05190527A,20
6,2019-05-27,35,P001,12900,"豪華國際5星~愛寶.塗鴉秀.百匯自助餐+紅酒暢飲6日保證一晚市區五星喜來登系列(含飯店五星豪華早餐)再加碼外道五星乙晚",SEL06190527A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=SEL06190527A,35
5,2019-05-27,30,P001,13900,"花遊濟州~噢雪綠茶博物館促銷5日-遠東",CJU05190527A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=CJU05190527A,30
5,2019-05-27,20,P001,15000,"越來越超值北越長安雙龍灣五日遊(越捷三星飯店+購物)",HAN05190527B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=HAN05190527B,20
5,2019-05-27,20,P001,16000,"越來越嗨北越雙龍灣摩天輪五日遊(越捷四星版+購物)",HAN05190527A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=HAN05190527A,20
4,2019-05-27,16,P001,18900,"中國世家~璀璨澳門-港珠澳大橋.歡樂海洋王國.大三巴豪華4天",MFM04190527A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=MFM04190527A,16
5,2019-05-27,20,P001,19000,"越來越嗨北越雙龍灣海上VILLA五日遊(越捷四星+皇海號+購物)",HAN05190527C,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=HAN05190527C,20
